CardID,name,cmc,colorIdentity,text,printings,power,toughness,rarity,subtypes,types
189,Sentinel Spider,5,G,Vigilance (Attacking doesn't cause this creature to tap.)\nReach (This creature can block creatures with flying.),3,4,4,Common,Spider,Creature
190,Serpent's Gift,3,G,Target creature gains deathtouch until end of turn. (Any amount of damage it deals to a creature is enough to destroy it.),3,,,Common,,Instant
191,Silklash Spider,5,G,Reach\n{X}{G}{G}: Silklash Spider deals X damage to each creature with flying.,3,2,7,Rare,Spider,Creature
192,Spiked Baloth,4,G,Trample (This creature can deal excess combat damage to defending player or planeswalker while attacking.),3,4,2,Common,Beast,Creature
193,Thragtusk,5,G,"When Thragtusk enters the battlefield, you gain 5 life.\nWhen Thragtusk leaves the battlefield, put a 3/3 green Beast creature token onto the battlefield.",3,5,3,Rare,Beast,Creature
194,Timberpack Wolf,2,G,Timberpack Wolf gets +1/+1 for each other creature you control named Timberpack Wolf.,3,2,2,Common,Wolf,Creature
195,Titanic Growth,2,G,Target creature gets +4/+4 until end of turn.,"2,3",,,Common,,Instant
196,Vastwood Gorger,6,G,,"2,3",5,6,Common,Wurm,Creature
197,"Yeva, Nature's Herald",4,G,Flash (You may cast this spell any time you could cast an instant.)\nYou may cast green creature cards as though they had flash.,3,4,4,Rare,"Elf,Shaman",Creature
198,Yeva's Forcemage,3,G,"When Yeva's Forcemage enters the battlefield, target creature gets +2/+2 until end of turn.",3,2,2,Common,"Elf,Shaman",Creature
199,"Nicol Bolas, Planeswalker",8,"U,B,R","+3: Destroy target noncreature permanent.\n−2: Gain control of target creature.\n−9: Nicol Bolas, Planeswalker deals 7 damage to target player. That player discards seven cards, then sacrifices seven permanents.",3,,,Mythic Rare,Bolas,Planeswalker
200,Akroma's Memorial,7,,"Creatures you control have flying, first strike, vigilance, trample, haste, and protection from black and from red.",3,,,Mythic Rare,,Artifact
201,Chronomaton,1,,"{1}, {T}: Put a +1/+1 counter on Chronomaton.",3,1,1,Uncommon,Golem,"Artifact,Creature"
202,Clock of Omens,4,,Tap two untapped artifacts you control: Untap target artifact.,3,,,Uncommon,,Artifact
203,Door to Nothingness,5,"W,U,B,R,G","Door to Nothingness enters the battlefield tapped.\n{W}{W}{U}{U}{B}{B}{R}{R}{G}{G}, {T}, Sacrifice Door to Nothingness: Target player loses the game.",3,,,Rare,,Artifact
204,Elixir of Immortality,1,,"{2}, {T}: You gain 5 life. Shuffle Elixir of Immortality and your graveyard into their owner's library.","2,3",,,Uncommon,,Artifact
205,Gem of Becoming,3,,"{3}, {T}, Sacrifice Gem of Becoming: Search your library for an Island card, a Swamp card, and a Mountain card. Reveal those cards and put them into your hand. Then shuffle your library.",3,,,Uncommon,,Artifact
206,Gilded Lotus,5,,{T}: Add three mana of any one color to your mana pool.,3,,,Rare,,Artifact
207,Jayemdae Tome,4,,"{4}, {T}: Draw a card.",3,,,Uncommon,,Artifact
208,Kitesail,2,,Equipped creature gets +1/+0 and has flying.\nEquip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.),3,,,Uncommon,Equipment,Artifact
209,Phyrexian Hulk,6,,,3,5,4,Uncommon,Golem,"Artifact,Creature"
210,Primal Clay,4,,"As Primal Clay enters the battlefield, it becomes your choice of a 3/3 artifact creature, a 2/2 artifact creature with flying, or a 1/6 Wall artifact creature with defender in addition to its other types. (A creature with defender can't attack.)",3,*,*,Uncommon,Shapeshifter,"Artifact,Creature"
211,Ring of Evos Isle,2,,"{2}: Equipped creature gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.)\nAt the beginning of your upkeep, put a +1/+1 counter on equipped creature if it's blue.\nEquip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",3,,,Uncommon,Equipment,Artifact
212,Ring of Kalonia,2,,"Equipped creature has trample. (If it would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to defending player or planeswalker.)\nAt the beginning of your upkeep, put a +1/+1 counter on equipped creature if it's green.\nEquip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",3,,,Uncommon,Equipment,Artifact
213,Ring of Thune,2,,"Equipped creature has vigilance. (Attacking doesn't cause it to tap.)\nAt the beginning of your upkeep, put a +1/+1 counter on equipped creature if it's white.\nEquip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",3,,,Uncommon,Equipment,Artifact
214,Ring of Valkas,2,,"Equipped creature has haste. (It can attack and {T} no matter when it came under your control.)\nAt the beginning of your upkeep, put a +1/+1 counter on equipped creature if it's red.\nEquip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",3,,,Uncommon,Equipment,Artifact
215,Ring of Xathrid,2,,"{2}: Regenerate equipped creature. (The next time that creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)\nAt the beginning of your upkeep, put a +1/+1 counter on equipped creature if it's black.\nEquip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",3,,,Uncommon,Equipment,Artifact
216,Sands of Delirium,3,,"{X}, {T}: Target player puts the top X cards of his or her library into his or her graveyard.",3,,,Rare,,Artifact
217,Staff of Nin,6,,"At the beginning of your upkeep, draw a card.\n{T}: Staff of Nin deals 1 damage to target creature or player.",3,,,Rare,,Artifact
218,Stuffy Doll,5,,"Indestructible\nAs Stuffy Doll enters the battlefield, choose a player.\nWhenever Stuffy Doll is dealt damage, it deals that much damage to the chosen player.\n{T}: Stuffy Doll deals 1 damage to itself.",3,0,1,Rare,Construct,"Artifact,Creature"
219,Tormod's Crypt,,,"{T}, Sacrifice Tormod's Crypt: Exile all cards from target player's graveyard.",3,,,Uncommon,,Artifact
220,Trading Post,4,,"{1}, {T}, Discard a card: You gain 4 life.\n{1}, {T}, Pay 1 life: Put a 0/1 white Goat creature token onto the battlefield.\n{1}, {T}, Sacrifice a creature: Return target artifact card from your graveyard to your hand.\n{1}, {T}, Sacrifice an artifact: Draw a card.",3,,,Rare,,Artifact
221,Cathedral of War,,,"Cathedral of War enters the battlefield tapped.\nExalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)\n{T}: Add {C} to your mana pool.",3,,,Rare,,Land
222,Dragonskull Summit,,"B,R",Dragonskull Summit enters the battlefield tapped unless you control a Swamp or a Mountain.\n{T}: Add {B} or {R} to your mana pool.,"2,3",,,Rare,,Land
223,Drowned Catacomb,,"U,B",Drowned Catacomb enters the battlefield tapped unless you control an Island or a Swamp.\n{T}: Add {U} or {B} to your mana pool.,"2,3",,,Rare,,Land
224,Evolving Wilds,,,"{T}, Sacrifice Evolving Wilds: Search your library for a basic land card and put it onto the battlefield tapped. Then shuffle your library.",3,,,Common,,Land
225,Glacial Fortress,,"W,U",Glacial Fortress enters the battlefield tapped unless you control a Plains or an Island.\n{T}: Add {W} or {U} to your mana pool.,"2,3",,,Rare,,Land
226,Hellion Crucible,,R,"{T}: Add {C} to your mana pool.\n{1}{R}, {T}: Put a pressure counter on Hellion Crucible.\n{1}{R}, {T}, Remove two pressure counters from Hellion Crucible and sacrifice it: Put a 4/4 red Hellion creature token with haste onto the battlefield. (It can attack and {T} as soon as it comes under your control.)",3,,,Rare,,Land
227,Reliquary Tower,,,You have no maximum hand size.\n{T}: Add {C} to your mana pool.,3,,,Uncommon,,Land
228,Rootbound Crag,,"R,G",Rootbound Crag enters the battlefield tapped unless you control a Mountain or a Forest.\n{T}: Add {R} or {G} to your mana pool.,"2,3",,,Rare,,Land
229,Sunpetal Grove,,"G,W",Sunpetal Grove enters the battlefield tapped unless you control a Forest or a Plains.\n{T}: Add {G} or {W} to your mana pool.,"2,3",,,Rare,,Land
230,Plains,,W,,"2,3",,,Basic Land,Plains,Land
231,Island,,U,,"2,3",,,Basic Land,Island,Land
232,Swamp,,B,,"2,3",,,Basic Land,Swamp,Land
233,Mountain,,R,,"2,3",,,Basic Land,Mountain,Land
234,Forest,,G,,"2,3",,,Basic Land,Forest,Land
235,Aesthir Glider,3,,Flying\nAesthir Glider can't block.,1,2,1,Common,Bird,"Artifact,Creature"
236,Agent of Stromgald,1,"R,B",{R}: Add {B} to your mana pool.,1,1,1,Common,"Human,Knight",Creature
237,Arcane Denial,2,U,Counter target spell. Its controller may draw up to two cards at the beginning of the next turn's upkeep.\nYou draw a card at the beginning of the next turn's upkeep.,1,,,Common,,Instant
238,Ashnod's Cylix,2,,"{3}, {T}: Target player looks at the top three cards of his or her library, puts one of them back on top of his or her library, then exiles the rest.",1,,,Rare,,Artifact
239,Astrolabe,3,,"{1}, {T}, Sacrifice Astrolabe: Add two mana of any one color to your mana pool. Draw a card at the beginning of the next turn's upkeep.",1,,,Common,,Artifact
240,Awesome Presence,1,U,Enchant creature\nEnchanted creature can't be blocked unless defending player pays {3} for each creature he or she controls that's blocking it.,1,,,Common,Aura,Enchantment
241,Balduvian Dead,4,"B,R","{2}{R}, Exile a creature card from your graveyard: Put a 3/1 black and red Graveborn creature token with haste onto the battlefield. Sacrifice it at the beginning of the next end step.",1,2,3,Uncommon,Zombie,Creature
242,Balduvian Horde,4,R,"When Balduvian Horde enters the battlefield, sacrifice it unless you discard a card at random.",1,5,5,Rare,"Human,Barbarian",Creature
243,Balduvian Trading Post,,R,"If Balduvian Trading Post would enter the battlefield, sacrifice an untapped Mountain instead. If you do, put Balduvian Trading Post onto the battlefield. If you don't, put it into its owner's graveyard.\n{T}: Add {C}{R} to your mana pool.\n{1}, {T}: Balduvian Trading Post deals 1 damage to target attacking creature.",1,,,Rare,,Land
244,Balduvian War-Makers,5,R,"Haste\nRampage 1 (Whenever this creature becomes blocked, it gets +1/+1 until end of turn for each creature blocking it beyond the first.)",1,3,3,Common,"Human,Barbarian",Creature
245,Benthic Explorers,4,U,"{T}, Untap a tapped land an opponent controls: Add one mana of any type that land could produce to your mana pool.",1,2,4,Common,"Merfolk,Scout",Creature
246,Bestial Fury,3,R,"Enchant creature\nWhen Bestial Fury enters the battlefield, draw a card at the beginning of the next turn's upkeep.\nWhenever enchanted creature becomes blocked, it gets +4/+0 and gains trample until end of turn.",1,,,Common,Aura,Enchantment
247,Bounty of the Hunt,5,G,"You may exile a green card from your hand rather than pay Bounty of the Hunt's mana cost.\nDistribute three +1/+1 counters among one, two, or three target creatures. For each +1/+1 counter you put on a creature this way, remove a +1/+1 counter from that creature at the beginning of the next cleanup step.",1,,,Uncommon,,Instant
248,Browse,4,U,"{2}{U}{U}: Look at the top five cards of your library, put one of them into your hand, and exile the rest.",1,,,Uncommon,,Enchantment
249,Burnout,2,R,Counter target instant spell if it's blue.\nDraw a card at the beginning of the next turn's upkeep.,1,,,Uncommon,,Instant
250,Carrier Pigeons,4,W,"Flying\nWhen Carrier Pigeons enters the battlefield, draw a card at the beginning of the next turn's upkeep.",1,1,1,Common,Bird,Creature
251,Casting of Bones,3,B,"Enchant creature\nWhen enchanted creature dies, draw three cards, then discard one of them.",1,,,Common,Aura,Enchantment
252,Chaos Harlequin,4,R,"{R}: Exile the top card of your library. If that card is a land card, Chaos Harlequin gets -4/-0 until end of turn. Otherwise, Chaos Harlequin gets +2/+0 until end of turn.",1,2,4,Rare,Human,Creature
253,Contagion,5,B,You may pay 1 life and exile a black card from your hand rather than pay Contagion's mana cost.\nDistribute two -2/-1 counters among one or two target creatures.,1,,,Uncommon,,Instant
254,Deadly Insect,5,G,Shroud (This creature can't be the target of spells or abilities.),1,6,1,Common,Insect,Creature
255,Death Spark,1,R,"Death Spark deals 1 damage to target creature or player.\nAt the beginning of your upkeep, if Death Spark is in your graveyard with a creature card directly above it, you may pay {1}. If you do, return Death Spark to your hand.",1,,,Uncommon,,Instant
256,Diminishing Returns,4,U,Each player shuffles his or her hand and graveyard into his or her library. You exile the top ten cards of your library. Then each player draws up to seven cards.,1,,,Rare,,Sorcery
257,Diseased Vermin,3,B,"Whenever Diseased Vermin deals combat damage to a player, put an infection counter on it.\nAt the beginning of your upkeep, Diseased Vermin deals X damage to target opponent previously dealt damage by it, where X is the number of infection counters on it.",1,1,1,Uncommon,Rat,Creature
258,Dystopia,3,B,"Cumulative upkeep—Pay 1 life. (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)\nAt the beginning of each player's upkeep, that player sacrifices a green or white permanent.",1,,,Rare,,Enchantment
259,Elvish Bard,5,G,All creatures able to block Elvish Bard do so.,1,2,4,Uncommon,"Elf,Shaman",Creature
260,Elvish Ranger,3,G,,1,4,1,Common,Elf,Creature
261,Elvish Spirit Guide,3,G,Exile Elvish Spirit Guide from your hand: Add {G} to your mana pool.,1,2,2,Uncommon,"Elf,Spirit",Creature
262,Energy Arc,2,"W,U",Untap any number of target creatures. Prevent all combat damage that would be dealt to and dealt by those creatures this turn.,1,,,Uncommon,,Instant
263,Enslaved Scout,3,R,{2}: Enslaved Scout gains mountainwalk until end of turn. (It can't be blocked as long as defending player controls a Mountain.),1,2,2,Common,"Goblin,Scout",Creature
264,Errand of Duty,2,W,"Put a 1/1 white Knight creature token with banding onto the battlefield. (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)",1,,,Common,,Instant
265,Exile,3,W,Exile target nonwhite attacking creature. You gain life equal to its toughness.,1,,,Rare,,Instant
266,False Demise,3,U,"Enchant creature\nWhen enchanted creature dies, return that card to the battlefield under your control.",1,,,Common,Aura,Enchantment
267,Fatal Lore,4,B,An opponent chooses one —\n• You draw three cards.\n• You destroy up to two target creatures that player controls. They can't be regenerated. That player draws up to three cards.,1,,,Rare,,Sorcery
268,Feast or Famine,4,B,"Choose one —\n• Put a 2/2 black Zombie creature token onto the battlefield.\n• Destroy target nonartifact, nonblack creature. It can't be regenerated.",1,,,Common,,Instant
269,Fevered Strength,3,B,Target creature gets +2/+0 until end of turn.\nDraw a card at the beginning of the next turn's upkeep.,1,,,Common,,Instant
270,Floodwater Dam,3,,"{X}{X}{1}, {T}: Tap X target lands.",1,,,Rare,,Artifact
271,Force of Will,5,U,You may pay 1 life and exile a blue card from your hand rather than pay Force of Will's mana cost.\nCounter target spell.,1,,,Uncommon,,Instant
272,Foresight,2,U,"Search your library for three cards, exile them, then shuffle your library.\nDraw a card at the beginning of the next turn's upkeep.",1,,,Common,,Sorcery
273,Fyndhorn Druid,3,G,"When Fyndhorn Druid dies, if it was blocked this turn, you gain 4 life.",1,2,2,Common,"Elf,Druid",Creature
274,Gargantuan Gorilla,7,G,"At the beginning of your upkeep, you may sacrifice a Forest. If you sacrifice a snow Forest this way, Gargantuan Gorilla gains trample until end of turn. If you don't sacrifice a Forest, sacrifice Gargantuan Gorilla and it deals 7 damage to you.\n{T}: Gargantuan Gorilla deals damage equal to its power to another target creature. That creature deals damage equal to its power to Gargantuan Gorilla.",1,7,7,Rare,Ape,Creature
275,Gift of the Woods,1,G,"Enchant creature\nWhenever enchanted creature blocks or becomes blocked, it gets +0/+3 until end of turn and you gain 1 life.",1,,,Common,Aura,Enchantment
276,Gorilla Berserkers,5,G,"Trample; rampage 2 (Whenever this creature becomes blocked, it gets +2/+2 until end of turn for each creature blocking it beyond the first.)\nGorilla Berserkers can't be blocked except by three or more creatures.",1,2,3,Common,"Ape,Berserker",Creature
277,Gorilla Chieftain,4,G,{1}{G}: Regenerate Gorilla Chieftain.,1,3,3,Common,Ape,Creature
278,Gorilla Shaman,1,R,{X}{X}{1}: Destroy target noncreature artifact with converted mana cost X.,1,1,1,Common,"Ape,Shaman",Creature
279,Gorilla War Cry,2,R,Cast Gorilla War Cry only during combat before blockers are declared.\nAll creatures gain menace until end of turn. (They can't be blocked except by two or more creatures.)\nDraw a card at the beginning of the next turn's upkeep.,1,,,Common,,Instant
280,Guerrilla Tactics,2,R,"Guerrilla Tactics deals 2 damage to target creature or player.\nWhen a spell or ability an opponent controls causes you to discard Guerrilla Tactics, Guerrilla Tactics deals 4 damage to target creature or player.",1,,,Common,,Instant
281,Gustha's Scepter,,,"{T}: Exile a card from your hand face down. You may look at it for as long as it remains exiled.\n{T}: Return a card you own exiled with Gustha's Scepter to your hand.\nWhen you lose control of Gustha's Scepter, put all cards exiled with Gustha's Scepter into their owner's graveyard.",1,,,Rare,,Artifact
282,Hail Storm,3,G,Hail Storm deals 2 damage to each attacking creature and 1 damage to you and each creature you control.,1,,,Uncommon,,Instant
283,Heart of Yavimaya,,G,"If Heart of Yavimaya would enter the battlefield, sacrifice a Forest instead. If you do, put Heart of Yavimaya onto the battlefield. If you don't, put it into its owner's graveyard.\n{T}: Add {G} to your mana pool.\n{T}: Target creature gets +1/+1 until end of turn.",1,,,Rare,,Land
284,Helm of Obedience,4,,"{X}, {T}: Target opponent puts cards from the top of his or her library into his or her graveyard until a creature card or X cards are put into that graveyard this way, whichever comes first. If a creature card is put into that graveyard this way, sacrifice Helm of Obedience and put that card onto the battlefield under your control. X can't be 0.",1,,,Rare,,Artifact
285,Inheritance,1,W,"Whenever a creature dies, you may pay {3}. If you do, draw a card.",1,,,Uncommon,,Enchantment
286,Insidious Bookworms,1,B,"When Insidious Bookworms dies, you may pay {1}{B}. If you do, target player discards a card at random.",1,1,1,Common,Worm,Creature
287,Ivory Gargoyle,5,W,"Flying\nWhen Ivory Gargoyle dies, return it to the battlefield under its owner's control at the beginning of the next end step and you skip your next draw step.\n{4}{W}: Exile Ivory Gargoyle.",1,2,2,Rare,Gargoyle,Creature
288,Juniper Order Advocate,3,W,"As long as Juniper Order Advocate is untapped, green creatures you control get +1/+1.",1,1,2,Uncommon,"Human,Knight",Creature
289,Kaysa,5,G,Green creatures you control get +1/+1.,1,2,3,Rare,"Elf,Druid",Creature
290,Keeper of Tresserhorn,6,B,"Whenever Keeper of Tresserhorn attacks and isn't blocked, it assigns no combat damage this turn and defending player loses 2 life.",1,6,6,Rare,Avatar,Creature
291,Kjeldoran Escort,4,W,"Banding (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)",1,2,3,Common,"Human,Soldier",Creature
292,Kjeldoran Home Guard,4,W,"At end of combat, if Kjeldoran Home Guard attacked or blocked this combat, put a -0/-1 counter on Kjeldoran Home Guard and put a 0/1 white Deserter creature token onto the battlefield.",1,1,6,Uncommon,"Human,Soldier",Creature
293,Kjeldoran Outpost,,W,"If Kjeldoran Outpost would enter the battlefield, sacrifice a Plains instead. If you do, put Kjeldoran Outpost onto the battlefield. If you don't, put it into its owner's graveyard.\n{T}: Add {W} to your mana pool.\n{1}{W}, {T}: Put a 1/1 white Soldier creature token onto the battlefield.",1,,,Rare,,Land
294,Kjeldoran Pride,2,"W,U",Enchant creature\nEnchanted creature gets +1/+2.\n{2}{U}: Attach Kjeldoran Pride to target creature other than enchanted creature.,1,,,Common,Aura,Enchantment
295,Krovikan Horror,4,B,"At the beginning of the end step, if Krovikan Horror is in your graveyard with a creature card directly above it, you may return Krovikan Horror to your hand.\n{1}, Sacrifice a creature: Krovikan Horror deals 1 damage to target creature or player.",1,2,2,Rare,"Horror,Spirit",Creature
296,Krovikan Plague,3,B,"Enchant non-Wall creature you control\nWhen Krovikan Plague enters the battlefield, draw a card at the beginning of the next turn's upkeep.\nTap enchanted creature: Krovikan Plague deals 1 damage to target creature or player. Put a -0/-1 counter on enchanted creature. Activate this ability only if enchanted creature is untapped.",1,,,Uncommon,Aura,Enchantment
297,Lake of the Dead,,B,"If Lake of the Dead would enter the battlefield, sacrifice a Swamp instead. If you do, put Lake of the Dead onto the battlefield. If you don't, put it into its owner's graveyard.\n{T}: Add {B} to your mana pool.\n{T}, Sacrifice a Swamp: Add {B}{B}{B}{B} to your mana pool.",1,,,Rare,,Land
298,Lat-Nam's Legacy,2,U,"Shuffle a card from your hand into your library. If you do, draw two cards at the beginning of the next turn's upkeep.",1,,,Common,,Instant
299,Library of Lat-Nam,5,U,"An opponent chooses one —\n• You draw three cards at the beginning of the next turn's upkeep.\n• You search your library for a card, put that card into your hand, then shuffle your library.",1,,,Rare,,Sorcery
300,Lim-Dûl's High Guard,3,B,First strike\n{1}{B}: Regenerate Lim-Dûl's High Guard.,1,2,1,Common,Skeleton,Creature
301,Lim-Dûl's Paladin,4,"B,R","Trample\nAt the beginning of your upkeep, you may discard a card. If you don't, sacrifice Lim-Dûl's Paladin and draw a card.\nWhenever Lim-Dûl's Paladin becomes blocked, it gets +6/+3 until end of turn.\nWhenever Lim-Dûl's Paladin attacks and isn't blocked, it assigns no combat damage to defending player this turn and that player loses 4 life.",1,0,3,Uncommon,"Human,Knight",Creature
302,Lim-Dûl's Vault,2,"U,B","Look at the top five cards of your library. As many times as you choose, you may pay 1 life, put those cards on the bottom of your library in any order, then look at the top five cards of your library. Then shuffle your library and put the last cards you looked at this way on top of it in any order.",1,,,Uncommon,,Instant
303,Lodestone Bauble,,,"{1}, {T}, Sacrifice Lodestone Bauble: Put up to four target basic land cards from a player's graveyard on top of his or her library in any order. That player draws a card at the beginning of the next turn's upkeep.",1,,,Rare,,Artifact
304,Lord of Tresserhorn,4,"U,B,R","When Lord of Tresserhorn enters the battlefield, you lose 2 life, you sacrifice two creatures, and target opponent draws two cards.\n{B}: Regenerate Lord of Tresserhorn.",1,10,4,Rare,Zombie,Creature
305,Martyrdom,3,W,"Until end of turn, target creature you control gains ""{0}: The next 1 damage that would be dealt to target creature or player this turn is dealt to this creature instead."" Only you may activate this ability.",1,,,Common,,Instant
306,Misfortune,4,"B,R,G",An opponent chooses one —\n• You put a +1/+1 counter on each creature you control and gain 4 life.\n• You put a -1/-1 counter on each creature that player controls and Misfortune deals 4 damage to him or her.,1,,,Rare,,Sorcery
307,Mishra's Groundbreaker,4,,"{T}, Sacrifice Mishra's Groundbreaker: Target land becomes a 3/3 artifact creature that's still a land. (This effect lasts indefinitely.)",1,,,Uncommon,,Artifact
308,Misinformation,1,B,Put up to three target cards from an opponent's graveyard on top of his or her library in any order.,1,,,Uncommon,,Instant
309,Mystic Compass,2,,"{1}, {T}: Target land becomes the basic land type of your choice until end of turn.",1,,,Uncommon,,Artifact
310,Nature's Blessing,4,"W,G","{G}{W}, Discard a card: Put a +1/+1 counter on target creature or that creature gains banding, first strike, or trample. (This effect lasts indefinitely. Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding a player controls are blocking or being blocked by a creature, that player divides that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)",1,,,Uncommon,,Enchantment
311,Nature's Chosen,1,G,"Enchant creature you control\n{0}: Untap enchanted creature. Activate this ability only during your turn and only once each turn.\nTap enchanted creature: Untap target artifact, creature, or land. Activate this ability only if enchanted creature is white and is untapped and only once each turn.",1,,,Uncommon,Aura,Enchantment
312,Nature's Wrath,6,G,"At the beginning of your upkeep, sacrifice Nature's Wrath unless you pay {G}.\nWhenever a player puts an Island or blue permanent onto the battlefield, he or she sacrifices an Island or blue permanent.\nWhenever a player puts a Swamp or black permanent onto the battlefield, he or she sacrifices a Swamp or black permanent.",1,,,Rare,,Enchantment
313,Noble Steeds,3,W,{1}{W}: Target creature gains first strike until end of turn.,1,,,Common,,Enchantment
314,Omen of Fire,5,R,Return all Islands to their owners' hands.\nEach player sacrifices a Plains or a white permanent for each white permanent he or she controls.,1,,,Rare,,Instant
315,Phantasmal Fiend,4,"B,U",{B}: Phantasmal Fiend gets +1/-1 until end of turn.\n{1}{U}: Switch Phantasmal Fiend's power and toughness until end of turn.,1,1,5,Common,Illusion,Creature
316,Phantasmal Sphere,2,U,"Flying\nAt the beginning of your upkeep, put a +1/+1 counter on Phantasmal Sphere, then sacrifice Phantasmal Sphere unless you pay {1} for each +1/+1 counter on it.\nWhen Phantasmal Sphere leaves the battlefield, target opponent puts an X/X blue Orb creature token with flying onto the battlefield, where X is the number of +1/+1 counters on Phantasmal Sphere.",1,0,1,Rare,Illusion,Creature
317,Phelddagrif,4,"W,U,G",{G}: Phelddagrif gains trample until end of turn. Target opponent puts a 1/1 green Hippo creature token onto the battlefield.\n{W}: Phelddagrif gains flying until end of turn. Target opponent gains 2 life.\n{U}: Return Phelddagrif to its owner's hand. Target opponent may draw a card.,1,4,4,Rare,Phelddagrif,Creature
318,Phyrexian Boon,3,B,"Enchant creature\nEnchanted creature gets +2/+1 as long as it's black. Otherwise, it gets -1/-2.",1,,,Common,Aura,Enchantment
319,Phyrexian Devourer,6,,"When Phyrexian Devourer's power is 7 or greater, sacrifice it.\nExile the top card of your library: Put X +1/+1 counters on Phyrexian Devourer, where X is the exiled card's converted mana cost.",1,1,1,Rare,Construct,"Artifact,Creature"
320,Phyrexian Portal,3,,"{3}: If your library has ten or more cards in it, target opponent looks at the top ten cards of your library and separates them into two face-down piles. Exile one of those piles. Search the other pile for a card, put it into your hand, then shuffle the rest of that pile into your library.",1,,,Rare,,Artifact
321,Phyrexian War Beast,3,,"When Phyrexian War Beast leaves the battlefield, sacrifice a land and Phyrexian War Beast deals 1 damage to you.",1,3,4,Common,Beast,"Artifact,Creature"
322,Pillage,3,R,Destroy target artifact or land. It can't be regenerated.,1,,,Uncommon,,Sorcery
323,Primitive Justice,2,"R,G","As an additional cost to cast Primitive Justice, you may pay {1}{R} and/or {1}{G} any number of times.\nDestroy target artifact. For each additional {1}{R} you paid, destroy another target artifact. For each additional {1}{G} you paid, destroy another target artifact, and you gain 1 life.",1,,,Uncommon,,Sorcery
324,Pyrokinesis,6,R,You may exile a red card from your hand rather than pay Pyrokinesis's mana cost.\nPyrokinesis deals 4 damage divided as you choose among any number of target creatures.,1,,,Uncommon,,Instant
325,Reinforcements,1,W,Put up to three target creature cards from your graveyard on top of your library.,1,,,Common,,Instant
326,Reprisal,2,W,Destroy target creature with power 4 or greater. It can't be regenerated.,1,,,Common,,Instant
327,Ritual of the Machine,4,B,"As an additional cost to cast Ritual of the Machine, sacrifice a creature.\nGain control of target nonartifact, nonblack creature.",1,,,Rare,,Sorcery
328,Rogue Skycaptain,3,R,"Flying\nAt the beginning of your upkeep, put a wage counter on Rogue Skycaptain. You may pay {2} for each wage counter on it. If you don't, remove all wage counters from Rogue Skycaptain and an opponent gains control of it.",1,3,4,Rare,"Human,Rogue,Mercenary",Creature
329,Royal Decree,4,W,"Cumulative upkeep {W} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)\nWhenever a Swamp, Mountain, black permanent, or red permanent becomes tapped, Royal Decree deals 1 damage to that permanent's controller.",1,,,Rare,,Enchantment
330,Royal Herbalist,1,W,"{2}, Exile the top card of your library: You gain 1 life.",1,1,1,Common,"Human,Cleric",Creature
331,Scarab of the Unseen,2,,"{T}, Sacrifice Scarab of the Unseen: Return all Auras attached to target permanent you own to their owners' hands. Draw a card at the beginning of the next turn's upkeep.",1,,,Uncommon,,Artifact
332,Scars of the Veteran,5,W,"You may exile a white card from your hand rather than pay Scars of the Veteran's mana cost.\nPrevent the next 7 damage that would be dealt to target creature or player this turn. At the beginning of the next end step, put a +0/+1 counter on that creature for each 1 damage prevented this way.",1,,,Uncommon,,Instant
333,School of the Unseen,,,"{T}: Add {C} to your mana pool.\n{2}, {T}: Add one mana of any color to your mana pool.",1,,,Uncommon,,Land
334,Seasoned Tactician,3,W,"{3}, Exile the top four cards of your library: The next time a source of your choice would deal damage to you this turn, prevent that damage.",1,1,3,Uncommon,"Human,Advisor",Creature
335,Sheltered Valley,,,"If Sheltered Valley would enter the battlefield, instead sacrifice each other permanent named Sheltered Valley you control, then put Sheltered Valley onto the battlefield.\nAt the beginning of your upkeep, if you control three or fewer lands, you gain 1 life.\n{T}: Add {C} to your mana pool.",1,,,Rare,,Land
336,Shield Sphere,,,"Defender\nWhenever Shield Sphere blocks, put a -0/-1 counter on it.",1,0,6,Uncommon,Wall,"Artifact,Creature"
